,Network,User,Date,Text,Positive,Neutral,Negative,Compound
252,@BBC,ChrisT,Wed Nov 01 23:42:54 +0000 2017,"@IconoclastPig I saw your vid on @BBC , ?? But after newsnight this evening ? it gets worse.",0.0,0.819,0.181,-0.4767
253,@BBC,Birdie,Wed Nov 01 23:42:51 +0000 2017,RT @DailyHolograph: Another @BBC sexual abuse scandal! https://t.co/qh5oblCebF,0.0,0.448,0.552,-0.8122
254,@BBC,suse,Wed Nov 01 23:42:43 +0000 2017,@SabotageFilms @BBC Remember seeing this in the 70's and it has stayed with me ever since never ever forget it ?,0.081,0.919,0.0,0.1695
255,@BBC,Bethany Marsh,Wed Nov 01 23:42:40 +0000 2017,"#isitok that @BBC's panel 'what's wrong with men', a discussion about sexual assault, only had 3 women vs 14 men on its panel #no",0.0,0.743,0.257,-0.7845
256,@BBC,SpeedStitch,Wed Nov 01 23:42:20 +0000 2017,@HFCSWaltham @BBC Thanks @HFCSWaltham ?????,0.42,0.58,0.0,0.4404
257,@BBC,Zahir Ariaie,Wed Nov 01 23:42:14 +0000 2017,@FroghWazhma @VOADariAfghan @VOAPashto @BBC @bbcdari @bbcpashto Repeating a mistake not only does not make it right… https://t.co/EFUS1ZJKLv,0.0,0.862,0.138,-0.34
258,@BBC,born weired,Wed Nov 01 23:42:14 +0000 2017,@BBC @bbchindinew https://t.co/jyzIR2UkfB,0.0,1.0,0.0,0.0
259,@BBC,Darklordzden??,Wed Nov 01 23:42:10 +0000 2017,Read pretty much any @guardian editorial or watch any @BBC current affairs/political panel discussion program and y… https://t.co/IgXU5wzM9X,0.158,0.842,0.0,0.4939
260,@BBC,Donna Gasbarro,Wed Nov 01 23:41:47 +0000 2017,RT @OneBloodYeAndI: .@ChrisVanHollen @BBC #BLM Myth No 3: #WildHorse destroys habitat. Truth: #cattle weight on even-toed pointy hoofs dama…,0.095,0.664,0.241,-0.5423
261,@BBC,?? ?,Wed Nov 01 23:41:34 +0000 2017,"RT @BBC: Meet Sam. Mortgage conveyancer by day, #Brony by night. ?? Via @BBCPointsWest. https://t.co/HthwzDk41x",0.0,1.0,0.0,0.0
262,@BBC,transitioning,Wed Nov 01 23:41:25 +0000 2017,"RT @ItsBouquet: Hi @BBC - could you please make a big deal out of this.

Australia's shame...
https://t.co/TfI3OSXcV0",0.133,0.867,0.0,0.3182
263,@BBC,Simon Wessely,Wed Nov 01 23:41:05 +0000 2017,RT @rcpsych: @BBC Psychiatrist @BLennox4 leading this pioneering research on patients diagnosed with schizophrenia.,0.0,1.0,0.0,0.0
264,@BBC,Corieltauvi Annie,Wed Nov 01 23:40:57 +0000 2017,"@Macfalconer @BBC It's a shame, because the beginning of the first episode looked so promising.",0.188,0.645,0.167,0.1005
265,@BBC,2 Kill A Mockingbird,Wed Nov 01 23:40:35 +0000 2017,"RT @AWAKEALERT: Which News Media Are The Biggest Liars
Please vote and RT 

@RT_com @CNN @Foxnews @BBC #Mueller #NorthKorea #Iran 
#Hallowe…",0.093,0.769,0.138,-0.2732
266,@BBC,SpeedStitch,Wed Nov 01 23:40:22 +0000 2017,RT @HFCSWaltham: Great to see @Speedstitch on @BBC ‘s The Apprentice! #walthamstow #e17 #east #walthamforest,0.239,0.761,0.0,0.6588
267,@BBC,Corieltauvi Annie,Wed Nov 01 23:40:18 +0000 2017,"@Macfalconer @BBC Punishments were in those days, but I think it's gratuitous to show it in all it's details.",0.0,0.899,0.101,-0.2263
268,@BBC,Donna Gasbarro,Wed Nov 01 23:40:12 +0000 2017,RT @OneBloodYeAndI: .@SenateApprops @BBC #BLM Myth No 3: #WildHorse destroys habitat. Truth: #cattle weight on even-toed pointy hoofs damag…,0.095,0.664,0.241,-0.5423
269,@BBC,Maria Garcia,Wed Nov 01 23:40:11 +0000 2017,"#UAE issues law regulations inheritance ,wills, ... https://t.co/h2NZqEEcMV
@UN @Le_Figaro @bbc
#UAE_Glitter",0.0,1.0,0.0,0.0
270,@BBC,Sheila Scoular,Wed Nov 01 23:40:11 +0000 2017,RT @hannada39: Good old Auntie. As biased as ever. @BBC @BBCScotland https://t.co/Wlupi3T1Uz,0.193,0.667,0.14,0.2023
271,@BBC,Waleed Fawzi,Wed Nov 01 23:39:54 +0000 2017,RT @rcpsych: @BBC @BLennox4 But our former president @WesselyS disagrees. There are lots of areas of medicine where we know a treatment wor…,0.0,0.901,0.099,-0.3182
272,@BBC,Neil A Heywood,Wed Nov 01 23:39:43 +0000 2017,": Peaky Blinders, BBC2 00:15 (12:15) brilliant but why so late @bbc. 
Must stay awake.
Great #PeakyBlinders is back on TV, #Enjoy...",0.298,0.702,0.0,0.8422
273,@BBC,vVv,Wed Nov 01 23:39:29 +0000 2017,@dontbrexitfixit @BBC I have been waiting too.... nothing,0.0,1.0,0.0,0.0
274,@BBC,Corieltauvi Annie,Wed Nov 01 23:38:35 +0000 2017,"@Macfalconer @BBC I didn't watch it as far as those bits. I recorded it, but found out via twitter how gruesome it… https://t.co/segpcvogHK",0.0,1.0,0.0,0.0
275,@BBC,anna garrs,Wed Nov 01 23:37:04 +0000 2017,@BBC could you honestly not find a white English male doctor to add to the 'junior doctors blood sweat and tears'- you are so racist,0.1,0.731,0.17,-0.4795
276,@BBC,Stephen,Wed Nov 01 23:36:51 +0000 2017,RT @P_o_K_1: The @BBC is so terrorized by Islamic terrorism that they don’t even dare to say “Allah akbar”.It’s seems that they’re “more af…,0.0,0.691,0.309,-0.8966
277,@BBC,Primordial Stoo OBE,Wed Nov 01 23:36:49 +0000 2017,RT @hannada39: Good old Auntie. As biased as ever. @BBC @BBCScotland https://t.co/Wlupi3T1Uz,0.193,0.667,0.14,0.2023
278,@BBC,Peter Darwin,Wed Nov 01 23:36:36 +0000 2017,@mjian @jgeeman @Alichat66 @Baronbigbucks @SteveUnwin01 @LeaveEUOfficial @WestmonsterUK @Jacob_Rees_Mogg @BBC… https://t.co/G0KrfKekuN,0.0,1.0,0.0,0.0
279,@BBC,Fiona,Wed Nov 01 23:36:20 +0000 2017,"RT @cliodiaspora: How in the name of whatever is holy to you, Gordon Brewer, did you think this ok? How @BBC? And massive respect for @Mare…",0.199,0.801,0.0,0.7149
280,@BBC,Nardeep Pujji,Wed Nov 01 23:36:09 +0000 2017,"RT @AWAKEALERT: Which News Media Are The Biggest Liars
Please vote and RT 

@RT_com @CNN @Foxnews @BBC #Mueller #NorthKorea #Iran 
#Hallowe…",0.093,0.769,0.138,-0.2732
281,@BBC,Groitswitch,Wed Nov 01 23:35:58 +0000 2017,"RT @rem_ack: The @BBC is so biased it's basically a terrorist organisation; the friendly face of radical islam, the thin end of the wedge.…",0.104,0.653,0.243,-0.6418
282,@BBC,Peter  Barratt,Wed Nov 01 23:33:40 +0000 2017,"RT @despitebrexituk: The @BBC bias is palpable, insidious, pervasive and constant. https://t.co/0fAnfWCr4k",0.0,0.887,0.113,-0.1027
283,@BBC,roadwish,Wed Nov 01 23:33:37 +0000 2017,RT @DefendingHistor: FYI @BBCWorld @BBC  re: your bizarre whitewashing of #Ukraine's neo-Nazi C14 back in March in your Ukrainian language…,0.111,0.788,0.101,0.0601
284,@BBC,Krista Kampus,Wed Nov 01 23:33:13 +0000 2017,"RT @CBSSbaltic2030: @BBC @MFAIceland Small country, great example for the rest of the world!",0.253,0.747,0.0,0.6588
285,@BBC,Vega,Wed Nov 01 23:33:10 +0000 2017,@KarnaMikko @JunckerEU @eucopresident @EUCouncil @EU_Commission @DejanLevanic @Jan_Skoberne @BBC @BBCNews… https://t.co/WlIu9pOrTZ,0.0,1.0,0.0,0.0
286,@BBC,Marq Andras,Wed Nov 01 23:32:19 +0000 2017,@geoffquincy @SabotageFilms @BBC This sums up the magic of vhs :),0.231,0.769,0.0,0.4588
287,@BBC,Fairgrieve,Wed Nov 01 23:31:55 +0000 2017,Good old Auntie. As biased as ever. @BBC @BBCScotland https://t.co/Wlupi3T1Uz,0.223,0.615,0.162,0.2023
288,@BBC,Steven Heywood,Wed Nov 01 23:31:46 +0000 2017,"RT @dontbrexitfixit: Can anyone 
Please show me where this is reported by the @BBC?
Buggered if I can find anything. https://t.co/WtxzuFpatQ",0.108,0.892,0.0,0.3182
289,@BBC,NajYash,Wed Nov 01 23:31:43 +0000 2017,RT @MrBacteriaThief: @gazaboatconvoy @ssafehands @Johnjog65 @BBC  https://t.co/xvLhkaHBQP,0.0,1.0,0.0,0.0
290,@BBC,Sandra Martin,Wed Nov 01 23:30:51 +0000 2017,RT @rcpsych: @BBC Psychiatric symptoms can be caused by an immune system malfunction. Fascinating research at the University of Oxford,0.241,0.759,0.0,0.6908
291,@BBC,aims,Wed Nov 01 23:30:48 +0000 2017,@BBC unless you can bring Elvis back from the dead don’t bother airing that show again. BRING BACK ELVIS!!! #OurGirl ???,0.0,0.715,0.285,-0.8213
292,@BBC,Sandra Martin,Wed Nov 01 23:30:44 +0000 2017,RT @rcpsych: @BBC Surprisingly perhaps bouldering is particularly good for helping beat depression... As is 'laughter club'! Because laughi…,0.431,0.569,0.0,0.8847
293,@BBC,Sandra Martin,Wed Nov 01 23:30:40 +0000 2017,RT @rcpsych: @BBC Chillis are meant to improve your mood. Not sure that's a treatment we'd recommend! Sleeping (and eating) regularly on th…,0.296,0.704,0.0,0.7901
294,@BBC,Sandra Martin,Wed Nov 01 23:30:37 +0000 2017,"RT @rcpsych: @BBC Simple sleep test shows sleep deprivation leads to more negative emotions, Dr Gregoire and a researcher find https://t.co…",0.0,0.726,0.274,-0.7778
295,@BBC,Madam Frogh,Wed Nov 01 23:30:31 +0000 2017,So whats new about it? VOA has its @VOADariAfghan &amp; @VOAPashto so why cant @bbc have @bbcdari and @bbcpashto and th… https://t.co/dWbAE9OGov,0.0,1.0,0.0,0.0
296,@BBC,Sandra Martin,Wed Nov 01 23:30:20 +0000 2017,RT @rcpsych: @BBC Consultant psychiatrist Dr Alain Gregoire says the vast majority if mental illnesses are treatable. See your GP and get a…,0.0,0.873,0.127,-0.4939
297,@BBC,Sandra Martin,Wed Nov 01 23:30:09 +0000 2017,"RT @rcpsych: @BBC One in 6 of us affected by issues like anxiety and depression at any given time, I'm A Doctor says",0.094,0.642,0.264,-0.5423
298,@BBC,Sandra Martin,Wed Nov 01 23:30:06 +0000 2017,"RT @rcpsych: Trust Me, I'm A Doctor mental health special on @BBC 2 in 55 minutes. We'll be tweeting about it if you can't tune in",0.214,0.786,0.0,0.7184
299,@BBC,Gemma Winter,Wed Nov 01 23:29:48 +0000 2017,RT @P_o_K_1: The @BBC is so terrorized by Islamic terrorism that they don’t even dare to say “Allah akbar”.It’s seems that they’re “more af…,0.0,0.691,0.309,-0.8966
300,@NYT,Polly Bruno,Thu Nov 02 00:05:56 +0000 2017,@LiberalMmama @nfmike1 So is she ... thinks she’s a reporter! Old Gray Lady spinning in her grave about this poseur… https://t.co/hZ3sZfcZ3r,0.0,0.868,0.132,-0.4389
301,@NYT,Cathy Perkins,Thu Nov 02 00:02:52 +0000 2017,"""Following the (Bike) Trail to @Amazon’s Second Headquarters,"" via @NYT. #HQ2 https://t.co/XYqCiWABsQ",0.0,1.0,0.0,0.0
302,@NYT,The Bob,Wed Nov 01 23:56:24 +0000 2017,@TomWellborn @realDonaldTrump @SenateMajLdr @SenateGOP @NYT  https://t.co/LEOSLCR5nX,0.0,1.0,0.0,0.0
303,@NYT,Tired of the BS,Wed Nov 01 23:52:49 +0000 2017,@nytimes I’m deleting my .@NYT app. So fucking disappointed in you! Shame!,0.0,0.576,0.424,-0.8103
304,@NYT,Polly Bruno,Wed Nov 01 23:51:38 +0000 2017,"Ha! But Daddy, who got her the @nyt job, says @maggieNYT is the best reporter he’s ever seen. #magvanka #legacy… https://t.co/DgEIkNPj74",0.266,0.734,0.0,0.784
305,@NYT,dala  ismail,Wed Nov 01 23:51:05 +0000 2017,"RT @JoseTijam: ""S.E.C. Warns Celebrities Endorsing Virtual Money"" via @NYT The New York Times https://t.co/rsA4gFhuOy #businessnews #busine…",0.0,0.92,0.08,-0.1027
306,@NYT,"Jose Tijam, PMP, CSM",Wed Nov 01 23:50:42 +0000 2017,"""S.E.C. Warns Celebrities Endorsing Virtual Money"" via @NYT The New York Times https://t.co/rsA4gFhuOy #businessnews #business #news",0.0,0.915,0.085,-0.1027
307,@NYT,?ngels@???||?||,Wed Nov 01 23:50:41 +0000 2017,"RT @NYT: Linda Nochlin, 86, Groundbreaking Feminist Art Historian, Is Dead. https://t.co/K5od0sfSiK",0.0,0.592,0.408,-0.7845
308,@NYT,"Jose Tijam, PMP, CSM",Wed Nov 01 23:49:04 +0000 2017,"""Panel Recommends Opioid Solutions But Puts No Price Tag on Them"" via @NYT The New York Times https://t.co/aMn0xz2oU7 #health #healthnews …",0.158,0.746,0.096,0.1027
309,@NYT,Tired of the BS,Wed Nov 01 23:44:44 +0000 2017,"@nytimes Wtf, @nyt? Why are you giving these liars ANY attention? Shame on you! Beyond disappointed.",0.087,0.401,0.512,-0.9127
310,@NYT,Queef Whisperer??,Wed Nov 01 23:44:31 +0000 2017,@roworldradio @TomWellborn @realDonaldTrump @SenateMajLdr @SenateGOP @NYT @nytimes  https://t.co/TcetiSAWTp,0.0,1.0,0.0,0.0
311,@NYT,AmericaAdrift,Wed Nov 01 23:43:59 +0000 2017,@tombunzel @DawnMacc @EricBoehlert @NYT is ignoring the charge of conspiracy against the United States- eg colludin… https://t.co/E1XEk8dNCn,0.122,0.611,0.266,-0.5106
312,@NYT,graciegranite,Wed Nov 01 23:40:52 +0000 2017,RT @TomWellborn: @realDonaldTrump @SenateMajLdr @SenateGOP @NYT The @nytimes adores you!,0.243,0.757,0.0,0.4389
313,@NYT,Adeeb Rahman,Wed Nov 01 23:37:07 +0000 2017,RT @TomWellborn: @realDonaldTrump @SenateMajLdr @SenateGOP @NYT The @nytimes adores you!,0.243,0.757,0.0,0.4389
314,@NYT,Alicia Carter,Wed Nov 01 23:35:52 +0000 2017,"RT @affectScience: Is happiness something you can find on your own? Or is happiness inherently social? @NYT's @RuthWhippman argues that ""Ha…",0.268,0.639,0.092,0.7149
315,@NYT,"Jose Tijam, PMP, CSM",Wed Nov 01 23:35:41 +0000 2017,"""Weinstein Documentarian Wants Another Shot at His Subject"" via @NYT The New York Times https://t.co/WIlVAKnc8U #businessnews #business #n…",0.0,1.0,0.0,0.0
316,@NYT,Antonio Velardo,Wed Nov 01 23:28:16 +0000 2017,"""The iPhone X Is Cool. That Doesn’t Mean You Are Ready for It."" via @NYT https://t.co/F6QA6STeOC #technology",0.255,0.745,0.0,0.5859
317,@NYT,J,Wed Nov 01 23:27:55 +0000 2017,"@TomWellborn @realDonaldTrump @SenateMajLdr @SenateGOP @NYT @nytimes Well, Maggie and Glenn do. And Eric. And Maure… https://t.co/BTK95s30oQ",0.123,0.877,0.0,0.2732
318,@NYT,A Y O M I D E,Wed Nov 01 23:25:12 +0000 2017,"""The iPhone X Is Cool. That Doesn’t Mean You Are Ready for It."" by BRIAN X. CHEN via @NYT https://t.co/mltLCazK00",0.22,0.78,0.0,0.5859
319,@NYT,james player,Wed Nov 01 23:11:36 +0000 2017,@TomWellborn @realDonaldTrump @SenateMajLdr @SenateGOP @NYT @nytimes Bring your resistance to me face-to-face candy-ass,0.0,1.0,0.0,0.0
320,@NYT,? Tom Wellborn,Wed Nov 01 23:10:56 +0000 2017,RT @TomWellborn: @realDonaldTrump @SenateMajLdr @SenateGOP @NYT The @nytimes adores you!,0.243,0.757,0.0,0.4389
321,@NYT,Thank God 4 Trump?,Wed Nov 01 23:10:45 +0000 2017,@TomWellborn @realDonaldTrump @SenateMajLdr @SenateGOP @NYT Y n d hell NYT ? &amp;print stories w/“anonymous”sources on… https://t.co/LBlNCVWP0o,0.0,0.705,0.295,-0.6808
322,@NYT,Jim Dowson,Wed Nov 01 23:10:12 +0000 2017,Fascinating read about social science methodology fallout (and I am an Amy Cuddy fan) via @NYT https://t.co/NqxVJSLL19,0.189,0.811,0.0,0.5423
323,@NYT,?ngels@???||?||,Wed Nov 01 23:04:50 +0000 2017,"RT @NYT: Australia to Ban Climbing on Uluru, a Site Sacred to Indigenous People. https://t.co/MaAiaO13pp",0.0,0.783,0.217,-0.5574
324,@NYT,Harvey Ludwin,Wed Nov 01 23:02:52 +0000 2017,@TomWellborn @realDonaldTrump @SenateMajLdr @SenateGOP @NYT @nytimes U keep reading the Communist Manifesto Tom,0.0,1.0,0.0,0.0
325,@NYT,"Jose Tijam, PMP, CSM",Wed Nov 01 23:02:35 +0000 2017,"""Facebook, Under Fire in Russia Inquiry, Posts 79% Rise in Profit"" via @NYT The New York Times https://t.co/yXkevAEsEO #news #tech #techne…",0.119,0.782,0.099,0.128
326,@NYT,? Tom Wellborn,Wed Nov 01 23:00:52 +0000 2017,@clickbait_media @realDonaldTrump @SenateMajLdr @SenateGOP @NYT  https://t.co/kUgUnHLH6o,0.0,1.0,0.0,0.0
327,@NYT,CNN Is The Enemy,Wed Nov 01 23:00:36 +0000 2017,@TomWellborn @realDonaldTrump @SenateMajLdr @SenateGOP @NYT Tom &amp; his poop stained fingers are banging out spastic tweets again. ??,0.0,1.0,0.0,0.0
328,@NYT,lyndajorn,Wed Nov 01 22:58:47 +0000 2017,@TomWellborn @realDonaldTrump @SenateMajLdr @SenateGOP @NYT Why in hell would trump call the NYT?,0.0,0.723,0.277,-0.6808
329,@NYT,? Tom Wellborn,Wed Nov 01 22:56:53 +0000 2017,@realDonaldTrump @SenateMajLdr @SenateGOP @NYT The @nytimes adores you!,0.292,0.708,0.0,0.4389
330,@NYT,"Jose Tijam, PMP, CSM",Wed Nov 01 22:54:34 +0000 2017,"""F.D.A. Warns Companies Against Claims That Marijuana Cures Diseases"" via @NYT The New York Times https://t.co/TiqGtdmg8U #health #healthn…",0.0,0.924,0.076,-0.1027
331,@NYT,? Tom Wellborn,Wed Nov 01 22:53:21 +0000 2017,"@realDonaldTrump @SenateMajLdr @SenateGOP HAHAHHAHAHAHAHAHAHHAHAHAHAHAHHAHAHAHAHAHAHHAHAHAHAHAHHAA 

Are you AFWAID… https://t.co/3Ay3AqzAVX",0.0,1.0,0.0,0.0
332,@NYT,REDSWhinez,Wed Nov 01 22:22:27 +0000 2017,@NYT ARE SCUM https://t.co/adlI0mK7xD,0.0,1.0,0.0,0.0
333,@NYT,"Jose Tijam, PMP, CSM",Wed Nov 01 22:20:19 +0000 2017,"""Volkswagen Sales in U.S. Rebound After Diesel Scandal"" via @NYT The New York Times https://t.co/j5HWQAJK8V #businessnews #business #news",0.0,0.854,0.146,-0.4404
334,@NYT,"Jose Tijam, PMP, CSM",Wed Nov 01 22:20:19 +0000 2017,"""Tesla’s Elon Musk Reassures Investors Over Model 3 Delays"" via @NYT The New York Times https://t.co/j5XZD5nbbU #businessnews #business #n…",0.128,0.872,0.0,0.3612
335,@NYT,Hugo Not Russian,Wed Nov 01 22:18:20 +0000 2017,"@lillyrosepetal1 @JackPosobiec Yeah you have to be with a official fake news organization like @NYT, @MSNBC and… https://t.co/RM7hxQsbV3",0.216,0.642,0.142,0.1531
336,@NYT,D. Richard Carlson,Wed Nov 01 22:10:23 +0000 2017,RT @rosemcgowan: I salute you #jodikantor #megantwohey &amp; @nyt editor thank you for your incredible work. You’ve saved lives with your brave…,0.218,0.782,0.0,0.6486
337,@NYT,CrankyGirl,Wed Nov 01 22:09:19 +0000 2017,"@ezlusztig Was he medicated, or did he have a gun pointed at his head during the call with @nyt? He is scary when h… https://t.co/2ANeS8nQWM",0.0,0.797,0.203,-0.6808
338,@NYT,Vicci,Wed Nov 01 22:07:39 +0000 2017,@MericaLiberty @RealAlexJones @DoctorSekzi @nytimes @infowars @NYT @realDonaldTrump is what happens when non-critic… https://t.co/zpZmI9GSfg,0.0,1.0,0.0,0.0
339,@NYT,SalmonSuzy,Wed Nov 01 22:02:51 +0000 2017,.@CNN @nyt @wapo @ABC @CBSNews  @NewsHour   Time for some real journalism like why @GOP does not put COUNTRY before… https://t.co/YT8mfbWFd5,0.116,0.884,0.0,0.3612
340,@NYT,Anthony Eastwood,Wed Nov 01 21:58:05 +0000 2017,#corruptSpain #shameofeurope @eucopresident @TimmermansEU @JunckerEU @Channel4News @thetimes @FT @nyt… https://t.co/6U7lw8gxn4,0.0,1.0,0.0,0.0
341,@NYT,Mrs.Opie,Wed Nov 01 21:57:25 +0000 2017,RT @Vox_Democracy: @washingtonpost @nyt @maddow @JoyAnnReid Please report the deletion of GA vote data. We need #paperballot #handcount htt…,0.113,0.887,0.0,0.3182
342,@NYT,Patricia Neal,Wed Nov 01 21:54:58 +0000 2017,RT @Vox_Democracy: @washingtonpost @nyt @maddow @JoyAnnReid Please report the deletion of GA vote data. We need #paperballot #handcount htt…,0.113,0.887,0.0,0.3182
343,@NYT,Alexis Simendinger,Wed Nov 01 21:54:22 +0000 2017,"@NYT growth in revenues &amp; reach: ""The Times can now claim 2.5 million digital subscribers"" https://t.co/qLty4BMlfC",0.209,0.791,0.0,0.4019
344,@NYT,Barbara Sorrell,Wed Nov 01 21:51:41 +0000 2017,"And @NYT,  @maggieNYT and @peterbakerNYT report the lies like it's the truth and a beautiful day in the neighborhoo… https://t.co/xUPMVK5BSw",0.328,0.566,0.106,0.7096
345,@NYT,RIEKS HOLTKAMP,Wed Nov 01 21:49:29 +0000 2017,RT @NYT: Fed Lets Interest Rate Stand Ahead of Powell Nomination as Chairman. https://t.co/Lb9quCEmrl,0.188,0.812,0.0,0.4588
346,@NYT,AbandonThatShip,Wed Nov 01 21:48:27 +0000 2017,Bummed that the @NYT now only prints Sub 4 hour marathoners. Boo. @nyrr,0.0,1.0,0.0,0.0
347,@NYT,Jan Lella,Wed Nov 01 21:39:30 +0000 2017,@realDonaldTrump You called the @NYT today??  I thought they were #fakenews with readers going down the tubes??,0.0,1.0,0.0,0.0
348,@NYT,Sandeep Chauhan,Wed Nov 01 21:38:39 +0000 2017,RT @Square1Tax: Fed Lets Interest Rate Stand Ahead of Powell Nomination as Chairman https://t.co/EFo3cZt9JQ @NYT https://t.co/ZZptajtCeK,0.167,0.833,0.0,0.4588
349,@NYT,SquareOne™,Wed Nov 01 21:38:14 +0000 2017,"Peter Schutz, Executive Who Saved a Signature Porsche, Dies at 87 https://t.co/Awi5TUvoNF @NYT https://t.co/K83exD2giS",0.189,0.811,0.0,0.4215
350,@NYT,SquareOne™,Wed Nov 01 21:38:12 +0000 2017,Tech Fix: The iPhone X Is Cool. That Doesn’t Mean You Are Ready for It. https://t.co/s99ZiPs9EO @NYT https://t.co/4e5pztSbJo,0.242,0.758,0.0,0.5859
351,@NYT,SquareOne™,Wed Nov 01 21:38:11 +0000 2017,Fed Lets Interest Rate Stand Ahead of Powell Nomination as Chairman https://t.co/EFo3cZt9JQ @NYT https://t.co/ZZptajtCeK,0.188,0.812,0.0,0.4588
352,@NYT,SquareOne™,Wed Nov 01 21:38:10 +0000 2017,Russian Authorities Investigate 14-Year-Old Model’s Death https://t.co/YnxRU0mHTR @NYT https://t.co/aU6CpeZdjl,0.0,0.672,0.328,-0.5994
353,@NYT,SquareOne™,Wed Nov 01 21:38:09 +0000 2017,Breakingviews: A University Endowment of Money Made in the Real World https://t.co/uaiGl8R4Wo @NYT https://t.co/WWoYQPQnFN,0.0,1.0,0.0,0.0
354,@NYT,SquareOne™,Wed Nov 01 21:38:08 +0000 2017,The Last of Joan Rivers https://t.co/NY5z0BRaNl @NYT https://t.co/f5qkyWWYcC,0.0,1.0,0.0,0.0
355,@NYT,SquareOne™,Wed Nov 01 21:38:06 +0000 2017,Tech We’re Using: Encountering Robots While Still Using Fax Machines in Japan https://t.co/bG5hEfFRI4 @NYT https://t.co/vggwc1mSfA,0.0,1.0,0.0,0.0
356,@NYT,SquareOne™,Wed Nov 01 21:38:05 +0000 2017,"Critic’s Notebook: Bob Dylan’s Songs for the Soul, Revisited and Redeemed https://t.co/VZu6WBCaey @NYT https://t.co/FMYHQHJBBK",0.15,0.85,0.0,0.3182
357,@NYT,SquareOne™,Wed Nov 01 21:38:03 +0000 2017,Browsing: These Women Want to Dress You for the Office https://t.co/nFZ1UzZ7Jn @NYT https://t.co/WGnVze0RP9,0.098,0.902,0.0,0.0772
358,@NYT,"Jose Tijam, PMP, CSM",Wed Nov 01 21:32:33 +0000 2017,"""The iPhone X Is Cool. That Doesn’t Mean You Are Ready for It."" via @NYT The New York Times https://t.co/sFwg4htbVG #news #tech #technews",0.194,0.806,0.0,0.5859
359,@NYT,Meg Speer,Wed Nov 01 21:31:30 +0000 2017,"RT @affectScience: Is happiness something you can find on your own? Or is happiness inherently social? @NYT's @RuthWhippman argues that ""Ha…",0.268,0.639,0.092,0.7149
360,@NYT,two001-snake???,Wed Nov 01 21:29:55 +0000 2017,"@NYT @NYC Think about ur state,cities,families,friends,neighbors&amp;tourists killed in terror attacks. Do U reelect Do… https://t.co/lJWWe0jx75",0.0,0.505,0.495,-0.8957
361,@NYT,Thomas,Wed Nov 01 21:19:34 +0000 2017,@AugustPyke @Truthdojo @NYT You're an idiot.. Buh By !!,0.0,1.0,0.0,0.0
362,@NYT,Sue Shaw,Wed Nov 01 21:18:06 +0000 2017,"RT @ny19speaker: Please @washingtonpost @nyt @maddow @JoyAnnReid report this !!!
Very serious &amp; not in the MSM. We need #paperballot #handc…",0.134,0.799,0.067,0.3783
363,@NYT,Voice of Democracy,Wed Nov 01 21:17:48 +0000 2017,"RT @ny19speaker: Please @washingtonpost @nyt @maddow @JoyAnnReid report this !!!
Very serious &amp; not in the MSM. We need #paperballot #handc…",0.134,0.799,0.067,0.3783
364,@NYT,Voice of Democracy,Wed Nov 01 21:17:32 +0000 2017,@washingtonpost @nyt @maddow @JoyAnnReid Please report the deletion of GA vote data. We need #paperballot #handcount https://t.co/5ktfThnK5M,0.126,0.874,0.0,0.3182
365,@NYT,A Y O M I D E,Wed Nov 01 21:16:15 +0000 2017,"""The Upside of Being Ruled by the Five Tech Giants"" by FARHAD MANJOO via @NYT https://t.co/kfbOsgXHUT",0.0,1.0,0.0,0.0
366,@NYT,Sweet MAGA,Wed Nov 01 21:13:45 +0000 2017,RT @EeezeePeezee143: This is treason against the USA among other things. @NYT how could you run this ad ??? https://t.co/BPEHbkZjVH,0.0,0.868,0.132,-0.4404
367,@NYT,Antonio Velardo,Wed Nov 01 21:13:29 +0000 2017,"""The Upside of Being Ruled by the Five Tech Giants"" via @NYT https://t.co/fy6seWuynO #technology",0.0,1.0,0.0,0.0
368,@NYT,Ellie,Wed Nov 01 21:13:22 +0000 2017,"Please @washingtonpost @nyt @maddow @JoyAnnReid report this !!!
Very serious &amp; not in the MSM. We need #paperballot… https://t.co/39Jp6KcilO",0.146,0.781,0.073,0.3783
369,@NYT,Cole Ludedw64million,Wed Nov 01 21:12:06 +0000 2017,RT @EeezeePeezee143: This is treason against the USA among other things. @NYT how could you run this ad ??? https://t.co/BPEHbkZjVH,0.0,0.868,0.132,-0.4404
370,@NYT,AugustPyke,Wed Nov 01 21:06:42 +0000 2017,@TLPCon @Truthdojo @NYT and i do not distinguish between domestic and foreign terrorism.  Terrorism is terrorism.,0.0,0.465,0.535,-0.9413
371,@NYT,Just June ?,Wed Nov 01 21:05:42 +0000 2017,RT @EeezeePeezee143: This is treason against the USA among other things. @NYT how could you run this ad ??? https://t.co/BPEHbkZjVH,0.0,0.868,0.132,-0.4404
372,@NYT,Judy g. armes,Wed Nov 01 21:05:34 +0000 2017,"RT @NYT: David Vaughan, Chronicler of Dance History, Dies at 93. https://t.co/oR0HNqv5Gv",0.0,1.0,0.0,0.0
373,@NYT,EezeePeezee ????,Wed Nov 01 21:05:25 +0000 2017,This is treason against the USA among other things. @NYT how could you run this ad ??? https://t.co/BPEHbkZjVH,0.0,0.854,0.146,-0.4404
